Date,time,reason,now,req,final,item_name
12/30/2025,16:43:29,auto_in_ok,92.5,180,179.5,KRISCO
12/30/2025,16:49:08,auto_outfeed_ok,179,60,169,KRISCO
12/30/2025,16:59:42,auto_outfeed_ok,169,60,159.5,KRISCO
12/30/2025,17:10:26,auto_outfeed_ok,159.5,60,149,KRISCO
12/30/2025,17:20:40,auto_outfeed_ok,149.5,60,140,KRISCO
12/30/2025,17:31:29,auto_outfeed_ok,140,60,130,KRISCO
12/30/2025,17:42:15,auto_outfeed_ok,130,60,121,KRISCO
12/30/2025,17:52:22,auto_outfeed_ok,120.5,60,111.5,KRISCO
12/30/2025,18:02:55,auto_outfeed_ok,111.5,60,102,KRISCO
12/30/2025,18:13:00,auto_outfeed_ok,102,60,92.5,KRISCO
12/30/2025,18:16:56,auto_in_ok,92.5,180,179.5,KRISCO
12/30/2025,18:23:04,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,18:34:02,auto_outfeed_ok,169.5,60,159.5,KRISCO
12/30/2025,18:44:55,auto_outfeed_ok,159,60,150,KRISCO
12/30/2025,18:55:08,auto_outfeed_ok,150,60,140.5,KRISCO
12/30/2025,19:05:13,auto_outfeed_ok,140.5,60,131,KRISCO
12/30/2025,19:16:40,auto_outfeed_ok,131,60,121,KRISCO
12/30/2025,19:26:50,auto_outfeed_ok,121.5,60,112,KRISCO
12/30/2025,19:36:57,auto_outfeed_ok,112,60,103,KRISCO
12/30/2025,19:47:41,auto_outfeed_ok,103,60,93,KRISCO
12/30/2025,19:51:36,auto_in_ok,93.5,180,179.5,KRISCO
12/30/2025,19:58:06,auto_outfeed_ok,179,60,169.5,KRISCO
12/30/2025,20:09:27,auto_outfeed_ok,169.5,60,159,KRISCO
12/30/2025,20:20:48,auto_outfeed_ok,159,60,149.5,KRISCO
12/30/2025,20:32:06,auto_outfeed_ok,149,60,140,KRISCO
12/30/2025,20:42:36,auto_outfeed_ok,140,60,130.5,KRISCO
12/30/2025,20:53:31,auto_outfeed_ok,130.5,60,121,KRISCO
12/30/2025,22:10:50,auto_outfeed_ok,121,60,112,KRISCO
12/30/2025,22:22:45,auto_outfeed_ok,112,60,103,KRISCO
12/30/2025,22:34:11,auto_outfeed_ok,103,60,94,KRISCO
12/30/2025,22:38:01,auto_in_ok,94.5,180,179,KRISCO
12/30/2025,22:46:06,auto_outfeed_ok,179,60,170,KRISCO
12/30/2025,22:58:19,auto_outfeed_ok,169.5,60,160,KRISCO
12/30/2025,23:10:49,auto_outfeed_ok,159.5,60,150.5,KRISCO
12/30/2025,23:23:06,auto_outfeed_ok,150,60,141,KRISCO
12/30/2025,23:36:09,auto_outfeed_ok,141,60,131,KRISCO
12/30/2025,23:48:33,auto_outfeed_ok,131,60,121.5,KRISCO
12/31/2025,0:01:29,auto_outfeed_ok,121.5,60,112,KRISCO
12/31/2025,0:13:56,auto_outfeed_ok,112,60,102,KRISCO
12/31/2025,0:25:59,auto_outfeed_ok,102.5,60,93.5,KRISCO
12/31/2025,0:29:52,auto_in_ok,93.5,180,179.5,KRISCO
12/31/2025,0:37:59,auto_outfeed_ok,179,60,169.5,KRISCO
12/31/2025,0:50:45,auto_outfeed_ok,169.4,60,159.5,KRISCO
12/31/2025,1:03:23,auto_outfeed_ok,159.5,60,150,KRISCO
12/31/2025,1:15:17,auto_outfeed_ok,150,60,141,KRISCO
12/31/2025,1:27:28,auto_outfeed_ok,140,60,131.5,KRISCO
12/31/2025,1:39:49,auto_outfeed_ok,131.5,60,122,KRISCO
12/31/2025,1:51:39,auto_outfeed_ok,122,60,113,KRISCO
12/31/2025,2:03:46,auto_outfeed_ok,113,60,104,KRISCO
12/31/2025,2:15:32,auto_outfeed_ok,104,60,95,KRISCO
12/31/2025,2:19:22,auto_in_ok,95,180,179.5,KRISCO
12/31/2025,2:27:25,auto_outfeed_ok,179,60,169.5,KRISCO
12/31/2025,2:39:43,auto_outfeed_ok,169.5,60,160,KRISCO
12/31/2025,2:52:34,auto_outfeed_ok,160,60,150,KRISCO
12/31/2025,3:04:43,auto_outfeed_ok,150,60,141,KRISCO
12/31/2025,3:16:45,auto_outfeed_ok,141,60,131.5,KRISCO
12/31/2025,3:28:55,auto_outfeed_ok,131.5,60,122,KRISCO
12/31/2025,3:41:02,auto_outfeed_ok,122,60,113,KRISCO
12/31/2025,3:52:50,auto_outfeed_ok,113,60,104,KRISCO
12/31/2025,4:04:20,auto_outfeed_ok,104,60,95,KRISCO
12/31/2025,4:08:08,auto_in_ok,95.5,180,179.5,KRISCO
12/31/2025,4:15:34,auto_outfeed_ok,179,60,169.5,KRISCO
12/31/2025,4:28:24,auto_outfeed_ok,169.5,60,160,KRISCO
12/31/2025,4:40:50,auto_outfeed_ok,159.5,60,150.5,KRISCO
12/31/2025,4:53:17,auto_outfeed_ok,150,60,141,KRISCO
12/31/2025,5:05:17,auto_outfeed_ok,141,60,131.5,KRISCO
1/4/2026,23:01:28,auto_outfeed_ok,133,60,82,KRISCO
1/4/2026,23:05:53,auto_in_ok,83.5,180,179.5,KRISCO
1/5/2026,5:50:46,auto_outfeed_ok,179,60,163.5,KRISCO
1/5/2026,6:14:24,auto_outfeed_ok,163.5,60,154,KRISCO
1/5/2026,6:26:32,auto_outfeed_ok,154,60,145,KRISCO
1/5/2026,7:19:27,auto_outfeed_ok,145,60,136,KRISCO
1/5/2026,7:30:26,auto_outfeed_ok,136,60,125,KRISCO
1/5/2026,7:40:05,auto_outfeed_ok,125,60,116.5,KRISCO
1/5/2026,7:49:01,auto_outfeed_ok,116,60,107.5,KRISCO
1/5/2026,7:58:09,auto_outfeed_ok,107.5,60,99,KRISCO
1/5/2026,8:01:46,auto_in_ok,99,180,179,KRISCO
1/5/2026,8:06:29,auto_outfeed_ok,179,60,170,KRISCO
1/5/2026,8:15:54,auto_outfeed_ok,169.5,60,160.5,KRISCO
1/5/2026,8:24:42,auto_outfeed_ok,160,60,151,KRISCO
1/5/2026,8:33:04,auto_outfeed_ok,151,60,141.5,KRISCO
1/5/2026,8:41:19,auto_outfeed_ok,141.5,60,132.5,KRISCO
1/5/2026,8:49:09,auto_outfeed_ok,132.5,60,123.5,KRISCO
1/5/2026,8:57:12,auto_outfeed_ok,123.5,60,115,KRISCO
1/5/2026,9:05:00,auto_outfeed_ok,114.5,60,106,KRISCO
1/5/2026,9:12:47,auto_outfeed_ok,106,60,97,KRISCO
1/5/2026,9:16:32,auto_in_ok,97,180,179.5,KRISCO
1/5/2026,9:21:59,auto_outfeed_ok,179,60,169.5,KRISCO
1/5/2026,9:31:21,auto_outfeed_ok,169,60,159.5,KRISCO
1/5/2026,9:40:55,auto_outfeed_ok,159.5,60,150,KRISCO
1/5/2026,9:50:20,auto_outfeed_ok,149.5,60,139.5,KRISCO
1/5/2026,10:00:13,auto_outfeed_ok,139.5,60,130.5,KRISCO
1/5/2026,10:09:12,auto_outfeed_ok,130.5,60,121,KRISCO
1/5/2026,10:27:50,auto_outfeed_ok,121,60,113,KRISCO
1/5/2026,10:38:25,auto_outfeed_ok,113,60,104,KRISCO
1/5/2026,10:48:45,auto_outfeed_ok,103.5,60,95,KRISCO
1/5/2026,10:52:35,auto_in_ok,95,180,180,KRISCO
1/5/2026,10:58:34,auto_outfeed_ok,179.5,60,170,KRISCO
1/5/2026,11:09:35,auto_outfeed_ok,169.5,60,160.5,KRISCO
1/5/2026,11:20:33,auto_outfeed_ok,160,60,151,KRISCO
1/5/2026,11:31:04,auto_outfeed_ok,151,60,141.5,KRISCO
1/5/2026,11:41:28,auto_outfeed_ok,141.5,60,132,KRISCO
1/5/2026,11:52:05,auto_outfeed_ok,132,60,123,KRISCO
1/5/2026,12:02:39,auto_outfeed_ok,123,60,114,KRISCO
1/5/2026,12:12:49,auto_outfeed_ok,113.5,60,105,KRISCO
1/5/2026,12:23:20,auto_outfeed_ok,105,60,96,KRISCO
1/5/2026,12:27:06,auto_in_ok,96,180,179,KRISCO
1/5/2026,12:33:52,auto_outfeed_ok,179,60,169.5,KRISCO
1/5/2026,12:44:46,auto_outfeed_ok,169,60,159,KRISCO
1/5/2026,12:56:14,auto_outfeed_ok,159,60,149.5,KRISCO
1/5/2026,13:08:35,auto_outfeed_ok,149,60,140,KRISCO
1/5/2026,13:19:05,auto_outfeed_ok,140,60,131,KRISCO
1/5/2026,13:29:55,auto_outfeed_ok,130.5,60,121.5,KRISCO
1/5/2026,13:40:31,auto_outfeed_ok,121,60,112,KRISCO
1/5/2026,13:50:57,auto_outfeed_ok,112,60,103.5,KRISCO
1/5/2026,14:00:58,auto_outfeed_ok,103,60,94.5,KRISCO
1/5/2026,14:04:50,auto_in_ok,94.5,180,179.5,KRISCO
1/5/2026,14:10:56,auto_outfeed_ok,179,60,169,KRISCO
1/5/2026,14:22:27,auto_outfeed_ok,168.5,60,159,KRISCO
1/5/2026,14:33:53,auto_outfeed_ok,158.5,60,149,KRISCO
1/5/2026,14:44:25,auto_outfeed_ok,149,60,140,KRISCO
1/5/2026,14:54:52,auto_outfeed_ok,140,60,131,KRISCO
1/5/2026,15:05:23,auto_outfeed_ok,130.5,60,121,KRISCO
1/5/2026,15:16:11,auto_outfeed_ok,121,60,112,KRISCO
1/5/2026,15:26:41,auto_outfeed_ok,112,60,103,KRISCO
1/5/2026,16:46:15,auto_outfeed_ok,102.52,60,93.5,KRISCO
1/5/2026,16:50:10,auto_in_ok,93.5,180,179.5,KRISCO
1/5/2026,16:58:00,auto_outfeed_ok,179,60,169.5,KRISCO
1/5/2026,17:06:34,auto_outfeed_ok,169.5,60,159,KRISCO
1/5/2026,17:14:47,auto_outfeed_ok,159,60,149,KRISCO
1/5/2026,17:22:45,auto_outfeed_ok,149,60,139,KRISCO
1/5/2026,17:31:08,auto_outfeed_ok,139,60,129.5,KRISCO
1/5/2026,17:38:52,auto_outfeed_ok,129,60,120,KRISCO
1/5/2026,17:47:00,auto_outfeed_ok,119.5,60,110,KRISCO
1/5/2026,17:54:47,auto_outfeed_ok,110,60,100.5,KRISCO
1/5/2026,17:58:26,auto_in_ok,100.5,180,179.5,KRISCO
1/5/2026,18:02:38,auto_outfeed_ok,179.5,60,169,KRISCO
1/5/2026,18:11:28,auto_outfeed_ok,169,60,158.5,KRISCO
1/5/2026,18:19:54,auto_outfeed_ok,158.5,60,148,KRISCO
1/5/2026,18:28:32,auto_outfeed_ok,148,60,138,KRISCO
1/5/2026,18:37:11,auto_outfeed_ok,138,60,128,KRISCO
1/5/2026,18:45:36,auto_outfeed_ok,128,60,118,KRISCO
1/5/2026,18:53:47,auto_outfeed_ok,118,60,108.5,KRISCO
1/5/2026,19:01:51,auto_outfeed_ok,108.5,60,99,KRISCO
1/5/2026,19:05:33,auto_in_ok,99,180,179.5,KRISCO
1/5/2026,19:09:52,auto_outfeed_ok,179,60,169,KRISCO
1/5/2026,19:18:41,auto_outfeed_ok,169,60,158.5,KRISCO
1/5/2026,19:27:11,auto_outfeed_ok,158,60,148.5,KRISCO
1/5/2026,19:35:45,auto_outfeed_ok,148.5,60,138.5,KRISCO
1/5/2026,19:44:12,auto_outfeed_ok,138.5,60,128.5,KRISCO
1/5/2026,19:52:46,auto_outfeed_ok,128.5,60,118.5,KRISCO
1/5/2026,20:01:10,auto_outfeed_ok,118.5,60,108.5,KRISCO
1/5/2026,20:09:36,auto_outfeed_ok,108.5,60,99,KRISCO
1/5/2026,20:13:18,auto_in_ok,99,180,179.5,KRISCO
1/5/2026,20:17:49,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/5/2026,20:26:31,auto_outfeed_ok,169,60,159,KRISCO
1/5/2026,20:35:15,auto_outfeed_ok,159,60,149,KRISCO
1/5/2026,20:43:59,auto_outfeed_ok,149,60,139.5,KRISCO
1/5/2026,20:52:37,auto_outfeed_ok,139.5,60,129.5,KRISCO
1/5/2026,21:01:21,auto_outfeed_ok,129,60,120,KRISCO
1/5/2026,21:09:38,auto_outfeed_ok,120,60,111,KRISCO
1/5/2026,21:18:10,auto_outfeed_ok,111,60,101,KRISCO
1/5/2026,21:26:44,auto_outfeed_ok,101.5,60,92,KRISCO
1/5/2026,21:30:43,auto_in_ok,92,180,179.5,KRISCO
1/5/2026,21:35:08,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/5/2026,21:44:11,auto_outfeed_ok,169.5,60,160,KRISCO
1/5/2026,21:53:13,auto_outfeed_ok,159.5,60,149.5,KRISCO
1/5/2026,22:02:22,auto_outfeed_ok,149.5,60,139.5,KRISCO
1/5/2026,22:11:08,auto_outfeed_ok,139.5,60,130.5,KRISCO
1/5/2026,22:19:32,auto_outfeed_ok,130.5,60,121.5,KRISCO
1/5/2026,22:27:46,auto_outfeed_ok,121.5,60,112.5,KRISCO
1/5/2026,22:35:52,auto_outfeed_ok,112.5,60,103.5,KRISCO
1/5/2026,22:44:01,auto_outfeed_ok,103.5,60,95,KRISCO
1/5/2026,22:47:52,auto_in_ok,95.5,180,179.5,KRISCO
1/5/2026,22:51:51,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/5/2026,23:01:05,auto_outfeed_ok,169,60,160,KRISCO
1/5/2026,23:09:35,auto_outfeed_ok,160,60,150.5,KRISCO
1/5/2026,23:17:52,auto_outfeed_ok,150.5,60,141,KRISCO
1/5/2026,23:26:32,auto_outfeed_ok,141,60,132.5,KRISCO
1/5/2026,23:34:32,auto_outfeed_ok,132.5,60,123.5,KRISCO
1/5/2026,23:43:00,auto_outfeed_ok,123.5,60,114,KRISCO
1/5/2026,23:51:01,auto_outfeed_ok,114,60,105,KRISCO
1/5/2026,23:59:22,auto_outfeed_ok,105,60,96.5,KRISCO
1/6/2026,0:03:07,auto_in_ok,96.5,180,179.5,KRISCO
1/6/2026,0:06:55,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,0:15:38,auto_outfeed_ok,169,60,160,KRISCO
1/6/2026,0:24:29,auto_outfeed_ok,160,60,150.5,KRISCO
1/6/2026,0:32:56,auto_outfeed_ok,150.5,60,141.5,KRISCO
1/6/2026,0:41:06,auto_outfeed_ok,141.5,60,132.5,KRISCO
1/6/2026,0:49:27,auto_outfeed_ok,132,60,123,KRISCO
1/6/2026,0:58:01,auto_outfeed_ok,122.5,60,113.5,KRISCO
1/6/2026,1:06:29,auto_outfeed_ok,113.5,60,104,KRISCO
1/6/2026,1:14:40,auto_outfeed_ok,104,60,95.5,KRISCO
1/6/2026,1:18:28,auto_in_ok,95,180,179.5,KRISCO
1/6/2026,1:22:29,auto_outfeed_ok,179,60,170,KRISCO
1/6/2026,1:30:54,auto_outfeed_ok,170,60,160,KRISCO
1/6/2026,1:39:35,auto_outfeed_ok,160,60,151,KRISCO
1/6/2026,1:48:05,auto_outfeed_ok,150,60,141,KRISCO
1/6/2026,1:56:38,auto_outfeed_ok,141,60,132,KRISCO
1/6/2026,2:04:59,auto_outfeed_ok,132,60,122.5,KRISCO
1/6/2026,2:13:26,auto_outfeed_ok,122.5,60,114,KRISCO
1/6/2026,2:21:19,auto_outfeed_ok,114,60,105,KRISCO
1/6/2026,2:31:01,auto_outfeed_ok,105,60,94,KRISCO
1/6/2026,2:34:53,auto_in_ok,94,180,179,KRISCO
1/6/2026,2:37:21,auto_outfeed_ok,179.5,60,169,KRISCO
1/6/2026,2:44:20,auto_outfeed_ok,169,60,158.5,KRISCO
1/6/2026,2:51:26,auto_outfeed_ok,158.5,60,148,KRISCO
1/6/2026,2:58:23,auto_outfeed_ok,147,60,137.5,KRISCO
1/6/2026,3:05:21,auto_outfeed_ok,137,60,127,KRISCO
1/6/2026,3:12:18,auto_outfeed_ok,127.5,60,117,KRISCO
1/6/2026,3:19:04,auto_outfeed_ok,117,60,107.5,KRISCO
1/6/2026,3:25:45,auto_outfeed_ok,107.5,60,97.5,KRISCO
1/6/2026,3:29:29,auto_in_ok,97.5,180,179.5,KRISCO
1/6/2026,3:32:27,auto_outfeed_ok,179.5,60,168.5,KRISCO
1/6/2026,3:39:40,auto_outfeed_ok,168.5,60,158.5,KRISCO
1/6/2026,3:46:37,auto_outfeed_ok,158,60,148,KRISCO
1/6/2026,3:53:34,auto_outfeed_ok,148,60,138,KRISCO
1/6/2026,4:00:52,auto_outfeed_ok,137.5,60,128,KRISCO
1/6/2026,4:08:24,auto_outfeed_ok,128,60,118.5,KRISCO
1/6/2026,4:16:31,auto_outfeed_ok,118.5,60,109.5,KRISCO
1/6/2026,4:24:32,auto_outfeed_ok,109,60,100,KRISCO
1/6/2026,4:28:09,auto_in_ok,100,180,179.5,KRISCO
1/6/2026,4:31:41,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/6/2026,4:39:25,auto_outfeed_ok,169,60,159.5,KRISCO
1/6/2026,4:46:48,auto_outfeed_ok,159,60,149.5,KRISCO
1/6/2026,4:54:10,auto_outfeed_ok,149,60,139.5,KRISCO
1/6/2026,5:01:34,auto_outfeed_ok,139,60,130,KRISCO
1/6/2026,5:09:47,auto_outfeed_ok,130,60,120.5,KRISCO
1/6/2026,5:17:45,auto_outfeed_ok,120.5,60,111.5,KRISCO
1/6/2026,5:25:10,auto_outfeed_ok,111.5,60,102,KRISCO
1/6/2026,5:32:55,auto_outfeed_ok,102,60,93,KRISCO
1/6/2026,5:36:50,auto_in_ok,93,180,179.5,KRISCO
1/6/2026,5:40:36,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,5:48:50,auto_outfeed_ok,169,60,159,KRISCO
1/6/2026,5:57:02,auto_outfeed_ok,158,60,149,KRISCO
1/6/2026,6:05:11,auto_outfeed_ok,148.5,60,139,KRISCO
1/6/2026,6:12:56,auto_outfeed_ok,139,60,129.5,KRISCO
1/6/2026,6:20:48,auto_outfeed_ok,129.5,60,120.5,KRISCO
1/6/2026,6:28:11,auto_outfeed_ok,120.5,60,111.5,KRISCO
1/6/2026,6:35:37,auto_outfeed_ok,111.5,60,102.5,KRISCO
1/6/2026,6:43:14,auto_outfeed_ok,102.5,60,93.5,KRISCO
1/6/2026,6:47:06,auto_in_ok,93.5,180,179.5,KRISCO
1/6/2026,6:50:16,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/6/2026,6:58:42,auto_outfeed_ok,169.5,60,159.5,KRISCO
1/6/2026,7:06:35,auto_outfeed_ok,159.5,60,149.5,KRISCO
1/6/2026,7:13:53,auto_in_ok,149.5,180,179.5,KRISCO
1/6/2026,7:14:47,auto_outfeed_ok,179.5,60,169.5,KRISCO
1/6/2026,7:22:42,auto_outfeed_ok,169,60,160,KRISCO
1/6/2026,7:30:42,auto_outfeed_ok,160,60,150,KRISCO
1/6/2026,7:38:50,auto_outfeed_ok,149.5,60,140.5,KRISCO
1/6/2026,7:46:31,auto_outfeed_ok,140,60,131,KRISCO
1/6/2026,7:54:23,auto_outfeed_ok,130.5,60,121.5,KRISCO
1/6/2026,8:02:06,auto_outfeed_ok,121.5,60,112,KRISCO
1/6/2026,8:09:48,auto_outfeed_ok,112,60,103,KRISCO
1/6/2026,8:17:28,auto_outfeed_ok,102.5,60,93.5,KRISCO
1/6/2026,8:21:22,auto_in_ok,93.5,180,180,KRISCO
1/6/2026,8:25:00,auto_outfeed_ok,179.5,60,170,KRISCO
1/6/2026,8:33:18,auto_outfeed_ok,169.5,60,159.5,KRISCO
1/6/2026,8:41:47,auto_outfeed_ok,159,60,149,KRISCO
1/6/2026,8:49:56,auto_outfeed_ok,149,60,139.5,KRISCO
1/6/2026,8:57:58,auto_outfeed_ok,139.5,60,130,KRISCO
1/6/2026,9:05:57,auto_outfeed_ok,130,60,120,KRISCO
1/6/2026,9:13:40,auto_outfeed_ok,120,60,111,KRISCO
1/6/2026,9:21:19,auto_outfeed_ok,111,60,101.5,KRISCO
1/6/2026,9:29:08,auto_outfeed_ok,101.5,60,92,KRISCO
1/6/2026,9:33:03,auto_in_ok,92,180,179.5,KRISCO
1/6/2026,9:36:24,auto_outfeed_ok,179.5,60,170,KRISCO
1/6/2026,9:44:08,auto_outfeed_ok,169.5,60,160,KRISCO
1/6/2026,9:52:24,auto_outfeed_ok,159.5,60,150,KRISCO
1/6/2026,10:00:13,auto_outfeed_ok,150,60,140,KRISCO
1/6/2026,10:08:06,auto_outfeed_ok,140,60,130.5,KRISCO
1/6/2026,10:15:53,auto_outfeed_ok,130.5,60,121.5,KRISCO
1/6/2026,10:23:17,auto_outfeed_ok,121,60,112.5,KRISCO
1/6/2026,10:30:44,auto_outfeed_ok,112.5,60,103,KRISCO
1/6/2026,10:38:23,auto_outfeed_ok,103,60,94.5,KRISCO
1/6/2026,10:42:12,auto_in_ok,94.5,180,179,KRISCO
1/6/2026,10:45:45,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,10:54:03,auto_outfeed_ok,168.5,60,159,KRISCO
1/6/2026,11:02:05,auto_outfeed_ok,158.5,60,149,KRISCO
1/6/2026,11:10:02,auto_outfeed_ok,149,60,140,KRISCO
1/6/2026,11:17:36,auto_outfeed_ok,139.5,60,130.5,KRISCO
1/6/2026,11:25:23,auto_outfeed_ok,130.5,60,121,KRISCO
1/6/2026,11:33:08,auto_outfeed_ok,121,60,112,KRISCO
1/6/2026,11:40:47,auto_outfeed_ok,112,60,102.5,KRISCO
1/6/2026,11:48:33,auto_outfeed_ok,102.5,60,93.5,KRISCO
1/6/2026,11:52:26,auto_in_ok,93.5,180,179.5,KRISCO
1/6/2026,11:56:01,auto_outfeed_ok,179,60,169.5,KRISCO
1/6/2026,12:04:09,auto_outfeed_ok,169,60,159,KRISCO
1/6/2026,12:12:10,auto_outfeed_ok,159,60,149.5,KRISCO
1/6/2026,12:20:13,auto_outfeed_ok,149.5,60,140,KRISCO
1/6/2026,12:27:55,auto_outfeed_ok,139.5,60,130,KRISCO
1/6/2026,12:35:45,auto_outfeed_ok,130,60,121,KRISCO
1/6/2026,12:43:23,auto_outfeed_ok,121,60,111.5,KRISCO
1/6/2026,12:50:59,auto_outfeed_ok,111.5,60,102.5,KRISCO
1/6/2026,12:58:19,auto_outfeed_ok,102,60,93.5,KRISCO
1/6/2026,13:02:11,auto_in_ok,93.5,180,179.5,KRISCO
1/6/2026,13:05:36,auto_outfeed_ok,179,60,169.5,KRISCO
1/6/2026,13:13:15,auto_outfeed_ok,169.5,60,160,KRISCO
1/6/2026,13:20:56,auto_outfeed_ok,159,60,149.5,KRISCO
1/6/2026,13:28:58,auto_outfeed_ok,149,60,140,KRISCO
1/6/2026,13:36:38,auto_outfeed_ok,139.5,60,130.5,KRISCO
1/6/2026,13:44:10,auto_outfeed_ok,130,60,120.5,KRISCO
1/6/2026,13:51:55,auto_outfeed_ok,120.5,60,111,KRISCO
1/6/2026,13:59:20,auto_outfeed_ok,111,60,102.5,KRISCO
1/6/2026,14:06:07,auto_outfeed_ok,102.5,60,93.5,KRISCO
1/6/2026,14:10:01,auto_in_ok,93.5,180,179,KRISCO
1/6/2026,14:13:17,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,14:21:12,auto_outfeed_ok,169,60,159,KRISCO
1/6/2026,14:29:02,auto_outfeed_ok,159,60,149,KRISCO
1/6/2026,14:36:45,auto_outfeed_ok,148.5,60,139.5,KRISCO
1/6/2026,14:43:58,auto_outfeed_ok,139,60,129.5,KRISCO
1/6/2026,14:51:29,auto_outfeed_ok,129.5,60,120.5,KRISCO
1/6/2026,14:58:43,auto_outfeed_ok,120,60,111,KRISCO
1/6/2026,15:06:01,auto_outfeed_ok,111,60,102,KRISCO
1/6/2026,15:13:01,auto_outfeed_ok,101.5,60,92.5,KRISCO
1/6/2026,15:16:57,auto_in_ok,92.5,180,179,KRISCO
1/6/2026,15:20:07,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,15:28:07,auto_outfeed_ok,168.5,60,158,KRISCO
1/6/2026,15:35:39,auto_outfeed_ok,158.5,60,149,KRISCO
1/6/2026,15:42:54,auto_outfeed_ok,148.5,60,139,KRISCO
1/6/2026,15:50:28,auto_outfeed_ok,139,60,129,KRISCO
1/6/2026,15:58:00,auto_outfeed_ok,129,60,119.5,KRISCO
1/6/2026,16:05:23,auto_outfeed_ok,119,60,110.5,KRISCO
1/6/2026,16:12:34,auto_outfeed_ok,110,60,100.5,KRISCO
1/6/2026,16:16:11,auto_in_ok,100.5,180,179.5,KRISCO
1/6/2026,16:19:40,auto_outfeed_ok,179,60,169.5,KRISCO
1/6/2026,16:27:17,auto_outfeed_ok,169,60,159.5,KRISCO
1/6/2026,16:35:01,auto_outfeed_ok,159,60,149,KRISCO
1/6/2026,16:42:44,auto_outfeed_ok,149,60,139,KRISCO
1/6/2026,16:50:41,auto_outfeed_ok,138.5,60,129,KRISCO
1/6/2026,16:58:07,auto_outfeed_ok,128,60,119.5,KRISCO
1/6/2026,17:05:13,auto_outfeed_ok,119,60,110,KRISCO
1/6/2026,17:12:38,auto_outfeed_ok,110,60,101,KRISCO
1/6/2026,17:20:01,auto_outfeed_ok,101,60,91.5,KRISCO
1/6/2026,17:23:59,auto_in_ok,91.5,180,179,KRISCO
1/6/2026,17:27:13,auto_outfeed_ok,179,60,169,KRISCO
1/6/2026,17:35:13,auto_outfeed_ok,168,60,158.5,KRISCO
1/6/2026,17:43:08,auto_outfeed_ok,158,60,148.5,KRISCO
1/6/2026,17:50:47,auto_outfeed_ok,148,60,138.5,KRISCO
1/6/2026,17:58:28,auto_outfeed_ok,138.5,60,128.5,KRISCO
1/6/2026,18:05:58,auto_outfeed_ok,128.5,60,119,KRISCO
1/6/2026,18:13:16,auto_outfeed_ok,119.5,60,110,KRISCO
1/6/2026,18:20:35,auto_outfeed_ok,110,60,101,KRISCO
1/6/2026,18:28:01,auto_in_ok,100.5,180,179.5,KRISCO
1/6/2026,18:28:38,auto_outfeed_ok,179.5,60,169,KRISCO
1/6/2026,18:36:24,auto_outfeed_ok,168.5,60,158.5,KRISCO
1/6/2026,18:44:03,auto_outfeed_ok,158.5,60,149,KRISCO
1/6/2026,18:51:51,auto_outfeed_ok,148.5,60,139,KRISCO
1/6/2026,18:59:25,auto_outfeed_ok,139,60,129.5,KRISCO
1/6/2026,19:06:51,auto_outfeed_ok,129.5,60,120,KRISCO
1/6/2026,19:14:15,auto_outfeed_ok,120,60,110.5,KRISCO
1/6/2026,19:21:46,auto_outfeed_ok,110,60,101,KRISCO
1/6/2026,19:29:03,auto_outfeed_ok,101,60,92,KRISCO
1/6/2026,19:33:02,auto_in_ok,92,180,179.5,KRISCO
1/6/2026,19:36:17,auto_outfeed_ok,179.5,60,169,KRISCO
1/6/2026,19:43:57,auto_outfeed_ok,169.5,60,159.5,KRISCO
1/6/2026,19:51:36,auto_outfeed_ok,159.5,60,149.5,KRISCO
1/6/2026,19:59:20,auto_outfeed_ok,149.5,60,139.5,KRISCO
1/6/2026,20:07:19,auto_outfeed_ok,139,60,129.5,KRISCO
1/6/2026,20:15:19,auto_outfeed_ok,129.5,60,120,KRISCO
1/6/2026,20:22:37,auto_outfeed_ok,120,60,111,KRISCO
1/6/2026,20:29:54,auto_outfeed_ok,110.5,60,102,KRISCO
1/7/2026,14:14:19,auto_outfeed_ok,101.5,60,92,KRISCO
1/7/2026,14:18:16,auto_in_ok,92,180,179.5,KRISCO
1/7/2026,14:23:15,auto_outfeed_ok,179,60,169.5,KRISCO
1/7/2026,14:32:29,auto_outfeed_ok,169.5,60,159.5,KRISCO
1/7/2026,14:41:53,auto_outfeed_ok,159,60,149,KRISCO
1/7/2026,14:52:00,auto_outfeed_ok,149,60,139,KRISCO
1/7/2026,15:02:32,auto_outfeed_ok,138.5,60,129,KRISCO
1/7/2026,15:12:30,auto_outfeed_ok,129.5,60,119,KRISCO
1/7/2026,15:22:48,auto_outfeed_ok,119.5,60,110.5,KRISCO
1/7/2026,15:32:30,auto_outfeed_ok,110,60,101,KRISCO
